206	1
207	0
208	0
209	0
210	1
211	0
212	0
213	0
214	1
215	2
216	2
217	8
218	7
219	7
220	3
221	13
222	16
223	15
224	28
225	26
226	48
227	47
228	77
229	83
230	95
231	106
232	152
233	207
234	241
235	306
236	336
237	455
238	513
239	650
240	797
241	944
242	1153
243	1342
244	1715
245	1987
246	2360
247	2808
248	3211
249	4024
250	4601
251	5687
252	6455
253	7648
254	9070
255	10423
256	12475
257	14253
258	16799
259	19238
260	22484
261	26081
262	30289
263	34806
264	39882
265	46338
266	52668
267	60244
268	68895
269	79250
270	89778
271	101663
272	115751
273	131569
274	148842
275	167437
276	189544
277	213436
278	239209
279	269067
280	302025
281	338574
282	376962
283	423584
284	471742
285	523049
286	580473
287	644727
288	714713
289	788545
290	872603
291	962972
292	1061094
293	1167828
294	1284371
295	1410448
296	1542156
297	1688987
298	1846326
299	2016495
300	2198994
301	2395282
302	2604597
303	2826245
304	3071640
305	3325299
306	3597593
307	3889366
308	4195291
309	4525948
310	4873932
311	5256658
312	5642292
313	6052437
314	6488272
315	6952116
316	7438717
317	7940016
318	8487144
319	9039808
320	9636992
321	10252844
322	10904470
323	11574332
324	12259549
325	12994401
326	13749661
327	14539056
328	15349424
329	16197127
330	17068836
331	17967179
332	18909265
333	19870311
334	20855473
335	21849014
336	22897631
337	23960852
338	25050196
339	26175078
340	27313657
341	28467101
342	29632667
343	30838228
344	32053765
345	33280885
346	34509619
347	35766450
348	37034958
349	38298610
350	39602037
351	40888195
352	42175507
353	43444516
354	44766101
355	46040917
356	47307067
357	48585956
358	49849886
359	51093283
360	52323871
361	53550605
362	54726723
363	55886296
364	57046314
365	58169544
366	59248101
367	60295494
368	61335937
369	62297338
370	63245229
371	64160632
372	65024320
373	65833680
374	66582946
375	67323116
376	67988005
377	68632860
378	69200237
379	69705839
380	70151165
381	70566505
382	70940296
383	71204851
384	71457974
385	71632270
386	71743415
387	71785265
388	71816084
389	71754533
390	71609311
391	71451265
392	71220824
393	70949411
394	70595586
395	70208662
396	69744932
397	69224340
398	68692056
399	68107590
400	67450307
401	66727932
402	66003501
403	65187744
404	64359286
405	63509053
406	62603308
407	61639134
408	60649644
409	59660495
410	58612497
411	57552054
412	56443299
413	55322566
414	54183122
415	53032444
416	51860392
417	50674419
418	49457056
419	48251057
420	47044628
421	45810040
422	44586677
423	43367383
424	42113103
425	40888663
426	39666536
427	38458106
428	37248201
429	36037312
430	34846191
431	33652519
432	32493610
433	31338971
434	30212395
435	29090569
436	27984659
437	26902005
438	25846637
439	24813012
440	23787900
441	22789124
442	21815557
443	20873689
444	19947561
445	19053029
446	18175994
447	17329035
448	16507458
449	15705792
450	14943205
451	14190423
452	13465397
453	12773439
454	12102383
455	11462699
456	10836539
457	10240133
458	9670709
459	9121818
460	8594895
461	8095053
462	7617451
463	7153603
464	6712385
465	6305094
466	5909723
467	5529843
468	5174064
469	4837046
470	4510763
471	4210017
472	3929780
473	3654069
474	3394680
475	3155371
476	2931677
477	2716620
478	2513698
479	2331471
480	2152185
481	1985589
482	1834691
483	1691093
484	1555652
485	1429092
486	1314998
487	1204992
488	1103857
489	1011209
490	925023
491	844014
492	769464
493	702902
494	638708
495	580002
496	526522
497	477927
498	433329
499	391233
500	354833
501	319332
502	287325
503	258756
504	232281
505	208602
506	187237
507	167223
508	148481
509	133434
510	118992
511	105736
512	93642
513	82808
514	73918
515	64944
516	57525
517	50398
518	44028
519	38797
520	33599
521	29884
522	25667
523	22637
524	19793
525	17137
526	14867
527	12774
528	11021
529	9503
530	8066
531	6821
532	5869
533	5098
534	4308
535	3682
536	3021
537	2582
538	2212
539	1785
540	1526
541	1250
542	1002
543	843
544	751
545	596
546	493
547	415
548	305
549	267
550	188
551	179
552	148
553	105
554	102
555	72
556	62
557	44
558	33
559	30
560	15
561	11
562	10
563	10
564	5
565	6
566	4
567	2
568	2
569	1
570	1
