245	1
246	1
247	0
248	1
249	1
250	1
251	0
252	3
253	4
254	5
255	1
256	3
257	0
258	3
259	4
260	14
261	10
262	18
263	18
264	26
265	24
266	34
267	40
268	42
269	56
270	62
271	77
272	80
273	125
274	123
275	200
276	195
277	238
278	283
279	351
280	353
281	500
282	601
283	673
284	823
285	986
286	1096
287	1284
288	1481
289	1774
290	2035
291	2423
292	2891
293	3301
294	3997
295	4596
296	5403
297	6082
298	7089
299	8146
300	9368
301	11044
302	12526
303	14683
304	16620
305	19386
306	22156
307	25541
308	28781
309	32848
310	37102
311	42824
312	48494
313	55173
314	62467
315	70368
316	80613
317	91002
318	102434
319	115182
320	129422
321	145999
322	164183
323	185136
324	206015
325	231155
326	259351
327	288766
328	321852
329	358297
330	398737
331	443736
332	494280
333	547909
334	605718
335	669614
336	740904
337	816782
338	900729
339	993550
340	1093162
341	1201298
342	1316696
343	1442951
344	1579881
345	1727697
346	1889910
347	2062380
348	2251565
349	2448822
350	2665062
351	2896022
352	3141589
353	3405830
354	3691459
355	3994191
356	4313604
357	4664114
358	5025823
359	5410171
360	5819463
361	6261968
362	6723251
363	7217364
364	7733548
365	8276161
366	8844844
367	9450844
368	10088828
369	10747217
370	11450618
371	12177144
372	12934281
373	13731424
374	14566361
375	15429635
376	16328312
377	17257981
378	18223941
379	19229460
380	20263704
381	21339207
382	22434589
383	23577543
384	24741136
385	25953515
386	27183000
387	28448383
388	29728354
389	31045001
390	32396851
391	33752540
392	35156520
393	36554715
394	37993562
395	39444827
396	40907400
397	42379641
398	43858264
399	45331856
400	46834125
401	48319993
402	49825494
403	51303479
404	52794306
405	54255292
406	55718474
407	57147699
408	58563296
409	59960033
410	61314238
411	62662683
412	63964679
413	65238056
414	66456923
415	67637953
416	68774520
417	69867027
418	70906933
419	71872986
420	72792886
421	73665680
422	74464140
423	75189628
424	75864247
425	76454038
426	76999952
427	77435826
428	77843726
429	78120026
430	78355997
431	78512203
432	78592748
433	78614326
434	78530315
435	78389898
436	78153891
437	77841953
438	77470060
439	76996177
440	76486119
441	75880980
442	75222496
443	74476038
444	73680134
445	72795491
446	71859435
447	70895741
448	69851018
449	68739989
450	67592610
451	66383344
452	65137827
453	63859451
454	62538080
455	61186479
456	59782997
457	58367704
458	56922734
459	55451315
460	53969590
461	52470154
462	50968817
463	49439248
464	47921363
465	46385807
466	44856264
467	43349281
468	41817412
469	40314686
470	38821543
471	37354046
472	35895139
473	34445022
474	33025728
475	31633168
476	30266728
477	28923021
478	27608405
479	26325495
480	25069436
481	23850966
482	22668375
483	21520255
484	20390463
485	19322639
486	18280636
487	17261482
488	16298967
489	15353383
490	14458765
491	13600094
492	12773028
493	11994065
494	11230942
495	10509402
496	9820872
497	9172359
498	8554516
499	7961640
500	7411489
501	6885438
502	6383494
503	5919901
504	5474635
505	5062031
506	4671657
507	4307670
508	3967952
509	3647171
510	3351577
511	3067972
512	2810302
513	2569394
514	2348468
515	2143099
516	1951239
517	1777315
518	1612612
519	1460519
520	1320656
521	1197144
522	1080188
523	974970
524	877977
525	789863
526	706885
527	634842
528	565944
529	505804
530	453150
531	403911
532	358490
533	318250
534	281943
535	248915
536	220297
537	194026
538	171569
539	151569
540	131955
541	115488
542	100559
543	87508
544	76404
545	66333
546	57698
547	50409
548	43567
549	37416
550	31676
551	27379
552	23622
553	20130
554	17198
555	14741
556	12435
557	10543
558	8778
559	7328
560	6328
561	5227
562	4451
563	3696
564	3196
565	2455
566	1989
567	1647
568	1433
569	1152
570	980
571	807
572	596
573	544
574	402
575	317
576	269
577	213
578	163
579	135
580	93
581	85
582	50
583	50
584	37
585	25
586	22
587	15
588	10
589	12
590	4
591	3
592	2
593	0
594	1
595	1
